* Measurement data measured by REW V5.20.9
* Source: Frequency Response Averaged data
* Format: Averaged data produced from the rms magnitudes of lokakuuta 3, lokakuuta 3, lokakuuta 3, lokakuuta 3, lokakuuta 3, lokakuuta 3, lokakuuta 3, lokakuuta 3, lokakuuta 3
* Dated: 3.10.2022 18:01:27
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Averaged data produced from the rms magnitudes of lokakuuta 3, lokakuuta 3, lokakuuta 3, lokakuuta 3, lokakuuta 3, lokakuuta 3, lokakuuta 3, lokakuuta 3, lokakuuta 3
* Measurement: TR-X00 PH Right AVG Tiukka
* Smoothing: 1/48 octave
* Frequency Step: 0.36621097 Hz
* Start Frequency: 20.0 Hz
*
* Freq(Hz)	SPL(dB)
453.735387	84.055
454.101598	84.055
454.467809	84.054
454.834020	84.053
455.200231	84.052
455.566442	84.051
455.932653	84.050
456.298864	84.050
456.665075	84.049
457.031286	84.048
457.397497	84.047
457.763707	84.046
458.129918	84.045
458.496129	84.045
458.862340	84.044
459.228551	84.043
459.594762	84.042
459.960973	84.041
460.327184	84.040
460.693395	84.039
461.059606	84.039
461.425817	84.038
461.792028	84.037
462.158239	84.036
462.524450	84.035
462.890661	84.034
463.256872	84.033
463.623083	84.032
463.989294	84.031
464.355505	84.029
464.721716	84.028
465.087927	84.027
465.454138	84.026
465.820349	84.025
466.186560	84.024
466.552771	84.023
466.918982	84.021
467.285193	84.020
467.651404	84.019
468.017615	84.018
468.383826	84.017
468.750037	84.015
469.116247	84.014
469.482458	84.013
469.848669	84.011
470.214880	84.010
470.581091	84.009
470.947302	84.007
471.313513	84.006
471.679724	84.005
472.045935	84.003
472.412146	84.002
472.778357	84.001
473.144568	83.999
473.510779	83.998
473.876990	83.996
474.243201	83.995
474.609412	83.993
474.975623	83.991
475.341834	83.990
475.708045	83.988
476.074256	83.987
476.440467	83.985
476.806678	83.983
477.172889	83.982
477.539100	83.980
477.905311	83.978
478.271522	83.976
478.637733	83.975
479.003944	83.973
479.370155	83.971
479.736366	83.969
480.102576	83.967
480.468787	83.965
480.834998	83.963
481.201209	83.961
481.567420	83.959
481.933631	83.957
482.299842	83.954
482.666053	83.952
483.032264	83.950
483.398475	83.948
483.764686	83.945
484.130897	83.943
484.497108	83.940
484.863319	83.938
485.229530	83.935
485.595741	83.933
485.961952	83.930
486.328163	83.927
486.694374	83.924
487.060585	83.922
487.426796	83.919
487.793007	83.916
488.159218	83.913
488.525429	83.910
488.891640	83.907
489.257851	83.904
489.624062	83.901
489.990273	83.898
490.356484	83.895
490.722695	83.892
491.088906	83.888
491.455116	83.885
491.821327	83.882
492.187538	83.878
492.553749	83.875
492.919960	83.871
493.286171	83.868
493.652382	83.864
